word	count	candidate	count	score	difference
hemin	27	hemun	2	1.0	Changed 'i' to 'u' at position 4
hemin	27	himin	2	1.0	Changed 'e' to 'i' at position 2
kagot	27	kanot	2	1.0	Changed 'g' to 'n' at position 3
kileh	27	kiseh	2	1.0	Changed 'l' to 's' at position 3
namai	27	najai	2	1.0	Changed 'm' to 'j' at position 3
nakom	27	nakop	2	1.0	Changed 'm' to 'p' at position 5
nakom	27	nadom	2	1.0	Changed 'k' to 'd' at position 3
nakom	27	nanom	2	1.0	Changed 'k' to 'n' at position 3
apupa	27	apupau	2	1.0	Added 'u' at position 6
nakom	27	nakhom	2	1.0	Added 'h' at position 4
kileh	27	kilbeh	2	1.0	Added 'b' at position 4
kileh	27	keileh	2	1.0	Added 'e' at position 2
lhuhna	27	lhihna	2	1.0	Changed 'u' to 'i' at position 3
anunga	27	anunge	2	1.0	Changed 'a' to 'e' at position 6
suhset	27	subset	2	1.0	Changed 'h' to 'b' at position 3
anunga	27	anungah	2	1.0	Added 'h' at position 7
naseiya	27	naseida	2	1.0	Changed 'y' to 'd' at position 6
alamkai	27	alamvai	2	1.0	Changed 'k' to 'v' at position 5
apaidoh	27	apaodoh	2	1.0	Changed 'i' to 'o' at position 4
apaidoh	27	aphidoh	2	1.0	Changed 'a' to 'h' at position 3
akikhop	27	akikhoh	2	1.0	Changed 'p' to 'h' at position 7
akikhop	27	akichop	2	1.0	Changed 'k' to 'c' at position 4
thengin	27	thengun	2	1.0	Changed 'i' to 'u' at position 6
ahouvin	27	alhouvin	2	1.0	Added 'l' at position 2
kichatna	27	kilhatna	2	1.0	Changed 'c' to 'l' at position 3
songkula	27	songkul'a	2	1.0	Added ''' at position 8
ahuhhing	27	ahuhhinga	2	1.0	Added 'a' at position 9
ahilhonin	27	anilhonin	2	1.0	Changed 'h' to 'n' at position 2
kikaikhum	27	kikamkhum	2	1.0	Changed 'i' to 'm' at position 5
kikaikhum	27	kikhaikhum	2	1.0	Added 'h' at position 4
ahunga	28	achunga	249	1.0	Added 'c' at position 2
masan	28	masang	193	1.0	Added 'g' at position 6
pu	28	pou	187	1.0	Added 'o' at position 2
pu	28	pum	121	1.0	Added 'm' at position 3
on	28	ong	106	1.0	Added 'g' at position 3
pu	28	phu	101	1.0	Added 'h' at position 2
pu	28	pul	59	1.0	Added 'l' at position 3
nen	28	neng	46	1.0	Added 'g' at position 4
pu	28	pui	44	1.0	Added 'i' at position 3
kaki	28	kakoi	41	1.0	Added 'o' at position 4
phan	28	phang	38	1.0	Added 'g' at position 5
kinbola	28	kinbolna	37	1.0	Added 'n' at position 7
pu	28	pau	31	1.0	Added 'a' at position 2
amasan	28	amasang	30	1.0	Added 'g' at position 7
pu	28	pua	29	1.0	Added 'a' at position 3
dana	28	danga	29	1.0	Added 'g' at position 4
kinei	28	kinem	28	1.0	Changed 'i' to 'm' at position 5
ahei	28	agei	27	1.0	Changed 'h' to 'g' at position 2
nakam	28	nakom	27	1.0	Changed 'a' to 'o' at position 4
ahunga	28	anunga	27	1.0	Changed 'h' to 'n' at position 2
jel	28	jer	25	1.0	Changed 'l' to 'r' at position 3
ahei	28	abei	25	1.0	Changed 'h' to 'b' at position 2
akisan	28	akisah	25	1.0	Changed 'n' to 'h' at position 6
chotpha	28	chonpha	25	1.0	Changed 't' to 'n' at position 4
dana	28	damna	24	1.0	Added 'm' at position 3
kapen	28	kaven	24	1.0	Changed 'p' to 'v' at position 3
abolin	28	abonin	24	1.0	Changed 'l' to 'n' at position 4
pu	28	put	23	1.0	Added 't' at position 3
kapen	28	kapun	23	1.0	Changed 'e' to 'u' at position 4
cheh-e	28	cheh-a	23	1.0	Changed 'e' to 'a' at position 6
akichom	28	akikhom	23	1.0	Changed 'c' to 'k' at position 4
tom	28	tot	22	1.0	Changed 'm' to 't' at position 3
phan	28	phai	22	1.0	Changed 'n' to 'i' at position 4
thengna	28	thingna	22	1.0	Changed 'e' to 'i' at position 3
tom	28	ton	21	1.0	Changed 'm' to 'n' at position 3
jel	28	jem	21	1.0	Changed 'l' to 'm' at position 3
kapen	28	kaden	21	1.0	Changed 'p' to 'd' at position 3
kachang	28	kachanu	21	1.0	Changed 'g' to 'u' at position 7
phatecha	28	phatechan	21	1.0	Added 'n' at position 9
nen	28	nea	20	1.0	Changed 'n' to 'a' at position 3
teu	28	tel	19	1.0	Changed 'u' to 'l' at position 3
nen	28	ner	19	1.0	Changed 'n' to 'r' at position 3
kaki	28	kaji	19	1.0	Changed 'k' to 'j' at position 3
pu	28	pun	18	1.0	Added 'n' at position 3
ahei	28	alei	18	1.0	Changed 'h' to 'l' at position 2
ahei	28	ahel	18	1.0	Changed 'i' to 'l' at position 4
nabal	28	nabah	17	1.0	Changed 'l' to 'h' at position 5
ahunga	28	ahinga	17	1.0	Changed 'u' to 'i' at position 3
nachanu	28	nachang	17	1.0	Changed 'u' to 'g' at position 7
sea	28	sha	16	1.0	Changed 'e' to 'h' at position 2
sea	28	sema	16	1.0	Added 'm' at position 3
kapen	28	kahen	16	1.0	Changed 'p' to 'h' at position 3
nabal	28	napal	16	1.0	Changed 'b' to 'p' at position 3
kachang	28	kachung	16	1.0	Changed 'a' to 'u' at position 5
kipalna	28	kipatna	16	1.0	Changed 'l' to 't' at position 5
on	28	op	15	1.0	Changed 'n' to 'p' at position 2
pia	28	pea	15	1.0	Changed 'i' to 'e' at position 2
dana	28	dona	15	1.0	Changed 'a' to 'o' at position 2
kinei	28	kipei	15	1.0	Changed 'n' to 'p' at position 3
akisan	28	akitan	15	1.0	Changed 's' to 't' at position 4
akisan	28	akisun	15	1.0	Changed 'a' to 'u' at position 5
ahunga	28	alunga	15	1.0	Changed 'h' to 'l' at position 2
tom	28	thom	14	1.0	Added 'h' at position 2
ahei	28	avei	14	1.0	Changed 'h' to 'v' at position 2
ahei	28	ahem	14	1.0	Changed 'i' to 'm' at position 4
kinem	28	kijem	14	1.0	Changed 'n' to 'j' at position 3
nakam	28	najam	14	1.0	Changed 'k' to 'j' at position 3
kinem	28	kinema	14	1.0	Added 'a' at position 6
abolin	28	abolun	14	1.0	Changed 'i' to 'u' at position 5
jouthu	28	jouthua	14	1.0	Added 'a' at position 7
ahinbol	28	ahintol	14	1.0	Changed 'b' to 't' at position 5
on	28	ol	13	1.0	Changed 'n' to 'l' at position 2
kinei	28	kidei	13	1.0	Changed 'n' to 'd' at position 3
kinei	28	kinel	13	1.0	Changed 'i' to 'l' at position 5
kapen	28	kapei	13	1.0	Changed 'n' to 'i' at position 5
kinem	28	kinel	13	1.0	Changed 'm' to 'l' at position 5
nakam	28	nalam	13	1.0	Changed 'k' to 'l' at position 3
nabal	28	nahal	13	1.0	Changed 'b' to 'h' at position 3
kahing	28	kaheng	13	1.0	Changed 'i' to 'e' at position 4
laiyuva	28	laiyuve	13	1.0	Changed 'a' to 'e' at position 7
on	28	oh	12	1.0	Changed 'n' to 'h' at position 2
teu	28	tea	12	1.0	Changed 'u' to 'a' at position 3
kinem	28	kinam	12	1.0	Changed 'e' to 'a' at position 4
kikhai	28	kikhah	12	1.0	Changed 'i' to 'h' at position 6
neisol	28	neihol	12	1.0	Changed 's' to 'h' at position 4
mithat	28	mikhat	12	1.0	Changed 't' to 'k' at position 3
neihung	28	neilung	12	1.0	Changed 'h' to 'l' at position 4
tom	28	toa	11	1.0	Changed 'm' to 'a' at position 3
jel	28	jeu	11	1.0	Changed 'l' to 'u' at position 3
sea	28	ser	11	1.0	Changed 'a' to 'r' at position 3
dana	28	danu	11	1.0	Changed 'a' to 'u' at position 4
neiyin	28	neiyan	11	1.0	Changed 'i' to 'a' at position 5
neitah	28	neijah	11	1.0	Changed 't' to 'j' at position 4
ahinbol	28	ahinhol	11	1.0	Changed 'b' to 'h' at position 5
anaseisa	28	anaseiya	11	1.0	Changed 's' to 'y' at position 7
teu	28	teh	10	1.0	Changed 'u' to 'h' at position 3
kaki	28	kami	10	1.0	Changed 'k' to 'm' at position 3
nakam	28	nakai	10	1.0	Changed 'm' to 'i' at position 5
nabal	28	naban	10	1.0	Changed 'l' to 'n' at position 5
akisan	28	akison	10	1.0	Changed 'a' to 'o' at position 5
ahinsei	28	ahinsep	10	1.0	Changed 'i' to 'p' at position 7
chotpha	28	chotphan	10	1.0	Added 'n' at position 8
pu	28	ps	9	1.0	Changed 'u' to 's' at position 2
on	28	or	9	1.0	Changed 'n' to 'r' at position 2
pu	28	piu	9	1.0	Added 'i' at position 2
teu	28	tep	9	1.0	Changed 'u' to 'p' at position 3
pia	28	piu	9	1.0	Changed 'a' to 'u' at position 3
pia	28	poa	9	1.0	Changed 'i' to 'o' at position 2
ahei	28	amei	9	1.0	Changed 'h' to 'm' at position 2
mael	28	meel	9	1.0	Changed 'a' to 'e' at position 2
phan	28	phal	9	1.0	Changed 'n' to 'l' at position 4
kinei	28	kineh	9	1.0	Changed 'i' to 'h' at position 5
kinei	28	kinep	9	1.0	Changed 'i' to 'p' at position 5
kinem	28	kineh	9	1.0	Changed 'm' to 'h' at position 5
kinem	28	kinep	9	1.0	Changed 'm' to 'p' at position 5
nabal	28	nagal	9	1.0	Changed 'b' to 'g' at position 3
kikhai	28	kilhai	9	1.0	Changed 'k' to 'l' at position 3
kit'in	28	kithin	9	1.0	Changed ''' to 'h' at position 4
neitah	28	neisah	9	1.0	Changed 't' to 's' at position 4
amasan	28	anasan	9	1.0	Changed 'm' to 'n' at position 2
anatna	28	anatha	9	1.0	Changed 'n' to 'h' at position 5
anatna	28	apatna	9	1.0	Changed 'n' to 'p' at position 2
ahinsei	28	ahinsem	9	1.0	Changed 'i' to 'm' at position 7
kachang	28	kacheng	9	1.0	Changed 'a' to 'e' at position 5
kahinsol	28	kahinbol	9	1.0	Changed 's' to 'b' at position 6
tom	28	toi	8	1.0	Changed 'm' to 'i' at position 3
dana	28	dena	8	1.0	Changed 'a' to 'e' at position 2
phan	28	phaz	8	1.0	Changed 'n' to 'z' at position 4
kaki	28	kakai	8	1.0	Added 'a' at position 4
ahei	28	achei	8	1.0	Added 'c' at position 2
kahing	28	kaging	8	1.0	Changed 'h' to 'g' at position 3
akisan	28	akiman	8	1.0	Changed 's' to 'm' at position 4
akisan	28	akijan	8	1.0	Changed 's' to 'j' at position 4
akichom	28	akichoh	8	1.0	Changed 'm' to 'h' at position 7
kahibouve	28	kahipouve	8	1.0	Changed 'b' to 'p' at position 5
kichomdoh	28	kikhomdoh	8	1.0	Changed 'c' to 'k' at position 3
nen	28	nel	7	1.0	Changed 'n' to 'l' at position 3
nen	28	non	7	1.0	Changed 'e' to 'o' at position 2
nakam	28	nadam	7	1.0	Changed 'k' to 'd' at position 3
nabal	28	nalal	7	1.0	Changed 'b' to 'l' at position 3
nabal	28	nabat	7	1.0	Changed 'l' to 't' at position 5
nakam	28	nakama	7	1.0	Added 'a' at position 6
kahing	28	kihing	7	1.0	Changed 'a' to 'i' at position 2
kikhai	28	kikhan	7	1.0	Changed 'i' to 'n' at position 6
neiyin	28	naiyin	7	1.0	Changed 'e' to 'a' at position 2
akisan	28	akikan	7	1.0	Changed 's' to 'k' at position 4
ahinbol	28	akinbol	7	1.0	Changed 'h' to 'k' at position 2
thangsoh	28	thongsoh	7	1.0	Changed 'a' to 'o' at position 3
sea	28	soa	6	1.0	Changed 'e' to 'o' at position 2
sea	28	sesa	6	1.0	Added 's' at position 3
sea	28	sena	6	1.0	Added 'n' at position 3
jel	28	joel	6	1.0	Added 'o' at position 2
ahei	28	ahai	6	1.0	Changed 'e' to 'a' at position 3
juiya	28	juina	6	1.0	Changed 'y' to 'n' at position 4
kinei	28	kinai	6	1.0	Changed 'e' to 'a' at position 4
nakam	28	nakan	6	1.0	Changed 'm' to 'n' at position 5
nakam	28	nakum	6	1.0	Changed 'a' to 'u' at position 4
nakam	28	nasam	6	1.0	Changed 'k' to 's' at position 3
mipan	28	miphan	6	1.0	Added 'h' at position 4
kikhai	28	kikhui	6	1.0	Changed 'a' to 'u' at position 5
thalah	28	thasah	6	1.0	Changed 'l' to 's' at position 4
ahunga	28	ahungna	6	1.0	Added 'n' at position 6
neihung	28	neinung	6	1.0	Changed 'h' to 'n' at position 4
kachang	28	kichang	6	1.0	Changed 'a' to 'i' at position 2
thangsoh	28	thengsoh	6	1.0	Changed 'a' to 'e' at position 3
thanomin	28	thanomun	6	1.0	Changed 'i' to 'u' at position 7
on	28	ono	5	1.0	Added 'o' at position 3
sea	28	saa	5	1.0	Changed 'e' to 'a' at position 2
sea	28	sia	5	1.0	Changed 'e' to 'i' at position 2
nen	28	neu	5	1.0	Changed 'n' to 'u' at position 3
teu	28	temu	5	1.0	Added 'm' at position 3
sea	28	sela	5	1.0	Added 'l' at position 3
sea	28	sera	5	1.0	Added 'r' at position 3
ahei	28	ahea	5	1.0	Changed 'i' to 'a' at position 4
phan	28	phon	5	1.0	Changed 'a' to 'o' at position 3
dana	28	diana	5	1.0	Added 'i' at position 2
masan	28	masaa	5	1.0	Changed 'n' to 'a' at position 5
masan	28	masai	5	1.0	Changed 'n' to 'i' at position 5
nakam	28	nakap	5	1.0	Changed 'm' to 'p' at position 5
nakam	28	naham	5	1.0	Changed 'k' to 'h' at position 3
kahing	28	kading	5	1.0	Changed 'h' to 'd' at position 3
kathum	28	kathem	5	1.0	Changed 'u' to 'e' at position 5
neisol	28	neisel	5	1.0	Changed 'o' to 'e' at position 5
abolin	28	abohin	5	1.0	Changed 'l' to 'h' at position 4
akisan	28	akisam	5	1.0	Changed 'n' to 'm' at position 6
ahunga	28	ahungu	5	1.0	Changed 'a' to 'u' at position 6
abolin	28	aboljin	5	1.0	Added 'j' at position 5
neitah	28	neithah	5	1.0	Added 'h' at position 5
apehdoh	28	apeldoh	5	1.0	Changed 'h' to 'l' at position 4
themcha	28	themchan	5	1.0	Added 'n' at position 8
thahatna	28	thahatpa	5	1.0	Changed 'n' to 'p' at position 7
on	28	oi	4	1.0	Changed 'n' to 'i' at position 2
pu	28	puh	4	1.0	Added 'h' at position 3
pu	28	pur	4	1.0	Added 'r' at position 3
teu	28	tiu	4	1.0	Changed 'e' to 'i' at position 2
tom	28	tob	4	1.0	Changed 'm' to 'b' at position 3
jel	28	jul	4	1.0	Changed 'e' to 'u' at position 2
pia	28	pir	4	1.0	Changed 'a' to 'r' at position 3
tom	28	toma	4	1.0	Added 'a' at position 4
sea	28	seba	4	1.0	Added 'b' at position 3
dana	28	dama	4	1.0	Changed 'n' to 'm' at position 3
kaki	28	kakin	4	1.0	Added 'n' at position 5
ahei	28	alhei	4	1.0	Added 'l' at position 2
kapen	28	kalen	4	1.0	Changed 'p' to 'l' at position 3
nakam	28	nakal	4	1.0	Changed 'm' to 'l' at position 5
nabal	28	nakal	4	1.0	Changed 'b' to 'k' at position 3
kapen	28	khapen	4	1.0	Added 'h' at position 2
khoto	28	khomto	4	1.0	Added 'm' at position 4
kathum	28	kathua	4	1.0	Changed 'm' to 'a' at position 6
neiyin	28	neiyun	4	1.0	Changed 'i' to 'u' at position 5
abolin	28	agolin	4	1.0	Changed 'b' to 'g' at position 2
hannah	28	hansah	4	1.0	Changed 'n' to 's' at position 4
abolin	28	abol'in	4	1.0	Added ''' at position 5
neiyin	28	ngeiyin	4	1.0	Added 'g' at position 2
kathum	28	kathume	4	1.0	Added 'e' at position 7
availam	28	amailam	4	1.0	Changed 'v' to 'm' at position 2
availam	28	aveilam	4	1.0	Changed 'a' to 'e' at position 3
kipalna	28	kihalna	4	1.0	Changed 'p' to 'h' at position 3
ngaichat	28	ngaichate	4	1.0	Added 'e' at position 9
on	28	ot	3	1.0	Changed 'n' to 't' at position 2
pu	28	peu	3	1.0	Added 'e' at position 2
teu	28	tet	3	1.0	Changed 'u' to 't' at position 3
mael	28	miel	3	1.0	Changed 'a' to 'i' at position 2
phan	28	phau	3	1.0	Changed 'n' to 'u' at position 4
dana	28	danka	3	1.0	Added 'k' at position 4
ahei	28	ahepi	3	1.0	Added 'p' at position 4
kinei	28	kinoi	3	1.0	Changed 'e' to 'o' at position 4
kapen	28	kanen	3	1.0	Changed 'p' to 'n' at position 3
masan	28	masau	3	1.0	Changed 'n' to 'u' at position 5
samar	28	samal	3	1.0	Changed 'r' to 'l' at position 5
nakam	28	natam	3	1.0	Changed 'k' to 't' at position 3
nabal	28	najal	3	1.0	Changed 'b' to 'j' at position 3
kapen	28	kapeng	3	1.0	Added 'g' at position 6
khoto	28	khoton	3	1.0	Added 'n' at position 6
kahing	28	kahina	3	1.0	Changed 'g' to 'a' at position 6
kathum	28	kithum	3	1.0	Changed 'a' to 'i' at position 2
kathum	28	kathun	3	1.0	Changed 'm' to 'n' at position 6
kikhai	28	kikhap	3	1.0	Changed 'i' to 'p' at position 6
kit'in	28	kit'un	3	1.0	Changed 'i' to 'u' at position 5
inlama	28	inkama	3	1.0	Changed 'l' to 'k' at position 3
neisol	28	neisil	3	1.0	Changed 'o' to 'i' at position 5
neisol	28	neisop	3	1.0	Changed 'l' to 'p' at position 6
neitah	28	neilah	3	1.0	Changed 't' to 'l' at position 4
neitah	28	neituh	3	1.0	Changed 'a' to 'u' at position 5
amasan	28	amasaa	3	1.0	Changed 'n' to 'a' at position 6
amasan	28	amasat	3	1.0	Changed 'n' to 't' at position 6
akisan	28	akipan	3	1.0	Changed 's' to 'p' at position 4
akisan	28	akisai	3	1.0	Changed 'n' to 'i' at position 6
akisan	28	akisen	3	1.0	Changed 'a' to 'e' at position 5
anatna	28	ahatna	3	1.0	Changed 'n' to 'h' at position 2
anatna	28	amatna	3	1.0	Changed 'n' to 'm' at position 2
ahunga	28	ajunga	3	1.0	Changed 'h' to 'j' at position 2
abolin	28	abolpin	3	1.0	Added 'p' at position 5
neiyin	28	neiying	3	1.0	Added 'g' at position 7
akisan	28	akisanu	3	1.0	Added 'u' at position 7
anatna	28	angatna	3	1.0	Added 'g' at position 3
jouthu	28	jouthun	3	1.0	Added 'n' at position 7
nachanu	28	nakhanu	3	1.0	Changed 'c' to 'k' at position 3
neihung	28	neihong	3	1.0	Changed 'u' to 'o' at position 5
akichom	28	akichol	3	1.0	Changed 'm' to 'l' at position 7
ahinsei	28	ahinbei	3	1.0	Changed 's' to 'b' at position 5
ahinsei	28	ahinvei	3	1.0	Changed 's' to 'v' at position 5
apehdoh	28	akehdoh	3	1.0	Changed 'p' to 'k' at position 2
availam	28	anailam	3	1.0	Changed 'v' to 'n' at position 2
kachang	28	kalhang	3	1.0	Changed 'c' to 'l' at position 3
laiyuva	28	luiyuva	3	1.0	Changed 'a' to 'u' at position 2
themcha	28	thimcha	3	1.0	Changed 'e' to 'i' at position 3
thengna	28	thangna	3	1.0	Changed 'e' to 'a' at position 3
kachang	28	kachanga	3	1.0	Added 'a' at position 8
kahinsol	28	kahinsolu	3	1.0	Added 'u' at position 9
teu	28	tes	2	1.0	Changed 'u' to 's' at position 3
tom	28	tim	2	1.0	Changed 'o' to 'i' at position 2
jel	28	jei	2	1.0	Changed 'l' to 'i' at position 3
sea	28	seu	2	1.0	Changed 'a' to 'u' at position 3
pia	28	paa	2	1.0	Changed 'i' to 'a' at position 2
pia	28	pipa	2	1.0	Added 'p' at position 3
kaki	28	kapi	2	1.0	Changed 'k' to 'p' at position 3
kaki	28	kaka	2	1.0	Changed 'i' to 'a' at position 4
kaki	28	kasi	2	1.0	Changed 'k' to 's' at position 3
ahei	28	ahpi	2	1.0	Changed 'e' to 'p' at position 3
kaki	28	kakiu	2	1.0	Added 'u' at position 5
ahei	28	aphei	2	1.0	Added 'p' at position 2
kapen	28	kapon	2	1.0	Changed 'e' to 'o' at position 4
kapen	28	kipen	2	1.0	Changed 'a' to 'i' at position 2
khoto	28	khote	2	1.0	Changed 'o' to 'e' at position 5
kinem	28	kitem	2	1.0	Changed 'n' to 't' at position 3
kinem	28	kinom	2	1.0	Changed 'e' to 'o' at position 4
mipan	28	midan	2	1.0	Changed 'p' to 'd' at position 3
mipan	28	miman	2	1.0	Changed 'p' to 'm' at position 3
tehse	28	tahse	2	1.0	Changed 'e' to 'a' at position 2
nakam	28	nakah	2	1.0	Changed 'm' to 'h' at position 5
nakam	28	nanam	2	1.0	Changed 'k' to 'n' at position 3
nabal	28	nasal	2	1.0	Changed 'b' to 's' at position 3
nabal	28	nabul	2	1.0	Changed 'a' to 'u' at position 4
tehse	28	tehset	2	1.0	Added 't' at position 6
kahing	28	kating	2	1.0	Changed 'h' to 't' at position 3
kimuto	28	kimuta	2	1.0	Changed 'o' to 'a' at position 6
kathum	28	katham	2	1.0	Changed 'u' to 'a' at position 5
kathum	28	kakhum	2	1.0	Changed 't' to 'k' at position 3
kikhai	28	kakhai	2	1.0	Changed 'i' to 'a' at position 2
kikhai	28	kikham	2	1.0	Changed 'i' to 'm' at position 6
kit'in	28	kitjin	2	1.0	Changed ''' to 'j' at position 4
neiyin	28	neigin	2	1.0	Changed 'y' to 'g' at position 4
neisol	28	neison	2	1.0	Changed 'l' to 'n' at position 6
neitah	28	neivah	2	1.0	Changed 't' to 'v' at position 4
neitah	28	nemtah	2	1.0	Changed 'i' to 'm' at position 3
neitah	28	neitao	2	1.0	Changed 'h' to 'o' at position 6
abolin	28	aholin	2	1.0	Changed 'b' to 'h' at position 2
abolin	28	akolin	2	1.0	Changed 'b' to 'k' at position 2
anikho	28	akikho	2	1.0	Changed 'n' to 'k' at position 2
akisan	28	akihan	2	1.0	Changed 's' to 'h' at position 4
akisan	28	akisin	2	1.0	Changed 'a' to 'i' at position 5
joulou	28	joplou	2	1.0	Changed 'u' to 'p' at position 3
hungun	28	hingun	2	1.0	Changed 'u' to 'i' at position 2
kahing	28	kathing	2	1.0	Added 't' at position 3
kahing	28	kaching	2	1.0	Added 'c' at position 3
kahing	28	kahinge	2	1.0	Added 'e' at position 7
kimuto	28	kimutoa	2	1.0	Added 'a' at position 7
kathum	28	kathuma	2	1.0	Added 'a' at position 7
arabah	28	arabath	2	1.0	Added 't' at position 6
ahinbol	28	ahinbel	2	1.0	Changed 'o' to 'e' at position 6
akichom	28	akichon	2	1.0	Changed 'm' to 'n' at position 7
akichom	28	akicham	2	1.0	Changed 'o' to 'a' at position 6
akichom	28	akichop	2	1.0	Changed 'm' to 'p' at position 7
ahinsei	28	ahinnei	2	1.0	Changed 's' to 'n' at position 5
apehdoh	28	alehdoh	2	1.0	Changed 'p' to 'l' at position 2
kachang	28	kathang	2	1.0	Changed 'c' to 't' at position 3
kachang	28	kaching	2	1.0	Changed 'a' to 'i' at position 5
kachang	28	kakhang	2	1.0	Changed 'c' to 'k' at position 3
thengna	28	thengsa	2	1.0	Changed 'n' to 's' at position 6
thengna	28	thengpa	2	1.0	Changed 'n' to 'p' at position 6
anaseisa	28	anasemsa	2	1.0	Changed 'i' to 'm' at position 6
thahatna	28	thahat'a	2	1.0	Changed 'n' to ''' at position 7
nachateu	28	nachaten	2	1.0	Changed 'u' to 'n' at position 8
nachonna	28	nachotna	2	1.0	Changed 'n' to 't' at position 6
nageldoh	28	nadeldoh	2	1.0	Changed 'g' to 'd' at position 3
kahinsol	28	kahinsola	2	1.0	Added 'a' at position 9
akamsunga	28	akamsungu	2	1.0	Changed 'a' to 'u' at position 9
kichomdoh	28	kichondoh	2	1.0	Changed 'm' to 'n' at position 6
kipatdoh-in	28	kipatdoh-ing	2	1.0	Added 'g' at position 12
til	29	thil	1731	1.0	Added 'h' at position 2
pe	29	peh	984	1.0	Added 'h' at position 3
ahina	29	ahinla	564	1.0	Added 'l' at position 5
pe	29	pen	562	1.0	Added 'n' at position 3
danga	29	dangka	314	1.0	Added 'k' at position 5
pe	29	pet	290	1.0	Added 't' at position 3
aumpi	29	aumpoi	234	1.0	Added 'o' at position 5
jua	29	juda	143	1.0	Added 'd' at position 3
ahina	29	ahinai	139	1.0	Added 'i' at position 6
pua	29	puma	69	1.0	Added 'm' at position 3
chetan	29	cheptan	57	1.0	Added 'p' at position 4
ahijongle	29	ahijongleh	54	1.0	Added 'h' at position 10
umsa	29	umsah	35	1.0	Added 'h' at position 5
aneiyu	29	aneiyun	35	1.0	Added 'n' at position 7
ahina	29	ahinna	34	1.0	Added 'n' at position 5
naki	29	nakoi	33	1.0	Added 'o' at position 4
pe	29	pu	28	1.0	Changed 'e' to 'u' at position 2
pua	29	pia	28	1.0	Changed 'u' to 'i' at position 2
apei	29	ahei	28	1.0	Changed 'p' to 'h' at position 2
jua	29	jum	27	1.0	Changed 'a' to 'm' at position 3
apei	29	agei	27	1.0	Changed 'p' to 'g' at position 2
dip	29	dil	26	1.0	Changed 'p' to 'l' at position 3
apei	29	abei	25	1.0	Changed 'p' to 'b' at position 2
pua	29	put	23	1.0	Changed 'a' to 't' at position 3
acah	29	akah	23	1.0	Changed 'c' to 'k' at position 2
acah	29	apah	23	1.0	Changed 'c' to 'p' at position 2
achup	29	achuh	23	1.0	Changed 'p' to 'h' at position 5
umsa	29	umpa	22	1.0	Changed 's' to 'p' at position 3
achup	29	akhup	22	1.0	Changed 'c' to 'k' at position 2
acah	29	adah	21	1.0	Changed 'c' to 'd' at position 2
ajep	29	atep	20	1.0	Changed 'j' to 't' at position 2
atham	29	athau	20	1.0	Changed 'm' to 'u' at position 5
ahina	29	ahinan	20	1.0	Added 'n' at position 6
changin	29	chengin	20	1.0	Changed 'a' to 'e' at position 3
adongun	29	adingun	20	1.0	Changed 'o' to 'i' at position 3
til	29	tel	19	1.0	Changed 'i' to 'e' at position 2
til	29	tile	19	1.0	Added 'e' at position 4
athe	29	aphe	19	1.0	Changed 't' to 'p' at position 2
acah	29	atah	19	1.0	Changed 'c' to 't' at position 2
ahina	29	ahinah	19	1.0	Added 'h' at position 6
ahina	29	athina	19	1.0	Added 't' at position 2
changin	29	chingin	19	1.0	Changed 'a' to 'i' at position 3
apumpia	29	apumpin	19	1.0	Changed 'a' to 'n' at position 7
keivang	29	kenvang	19	1.0	Changed 'i' to 'n' at position 3
pua	29	pun	18	1.0	Changed 'a' to 'n' at position 3
pua	29	pupa	18	1.0	Added 'p' at position 3
apei	29	alei	18	1.0	Changed 'p' to 'l' at position 2
apei	29	apai	18	1.0	Changed 'e' to 'a' at position 3
apei	29	apoi	18	1.0	Changed 'e' to 'o' at position 3
ajep	29	ajop	18	1.0	Changed 'e' to 'o' at position 3
naki	29	nami	17	1.0	Changed 'k' to 'm' at position 3
achup	29	achep	17	1.0	Changed 'u' to 'e' at position 4
atham	29	athal	17	1.0	Changed 'm' to 'l' at position 5
ahina	29	ahinga	17	1.0	Added 'g' at position 5
kihil	29	kidil	16	1.0	Changed 'h' to 'd' at position 3
soh-in	29	seh-in	16	1.0	Changed 'o' to 'e' at position 2
pe	29	pea	15	1.0	Added 'a' at position 3
pua	29	pea	15	1.0	Changed 'u' to 'e' at position 2
achup	29	achui	15	1.0	Changed 'p' to 'i' at position 5
najot	29	nahot	15	1.0	Changed 'j' to 'h' at position 3
ahina	29	ahilna	15	1.0	Added 'l' at position 4
pe	29	pel	14	1.0	Added 'l' at position 3
apei	29	avei	14	1.0	Changed 'p' to 'v' at position 2
ajep	29	alep	14	1.0	Changed 'j' to 'l' at position 2
umsa	29	umta	14	1.0	Changed 's' to 't' at position 3
najot	29	najoh	14	1.0	Changed 't' to 'h' at position 5
khutbeh	29	khatbeh	14	1.0	Changed 'u' to 'a' at position 3
nop	29	noh	13	1.0	Changed 'p' to 'h' at position 3
acah	29	amah	13	1.0	Changed 'c' to 'm' at position 2
naki	29	naka	13	1.0	Changed 'i' to 'a' at position 4
athe	29	atheh	13	1.0	Added 'h' at position 5
atham	29	akham	13	1.0	Changed 't' to 'k' at position 2
sumil	29	suhmil	13	1.0	Added 'h' at position 3
kahenai	29	kahetai	13	1.0	Changed 'n' to 't' at position 5
pe	29	phe	12	1.0	Added 'h' at position 2
til	29	tal	12	1.0	Changed 'i' to 'a' at position 2
